Wall time,Step,Value
1654807061.2140656,1557929,4.0
1654808487.8938735,1566330,-5.0
1654812071.4291596,1586552,-6.0
1654812620.148848,1589795,-3.0
1654817159.243503,1611894,-3.0
1654817704.0989048,1614338,-6.0
1654820002.568484,1624405,-7.0
1654820502.9963639,1626611,-7.0
1654821710.465783,1632050,6.0
1654822294.3469326,1634733,6.0
1654822833.8881972,1637193,11.0
1654824056.1351688,1642839,1.0
1654824719.944045,1645895,4.0
1654826533.0378804,1654187,6.0
1654827666.6655622,1659379,-6.0
1654829928.9563289,1672572,-5.0
1654830467.7505648,1675706,3.0
1654832012.6129825,1684721,-3.0
1654833595.6585019,1693951,-1.0
1654834985.1681027,1702038,7.0
1654835902.32912,1707373,6.0
1654837313.1975265,1715516,4.0
1654837758.6373677,1718114,8.0
1654839666.9538252,1729222,5.0
1654840245.186846,1732598,2.0
1654845968.6708052,1765960,12.0
1654846374.7522547,1768311,-9.0
1654846875.9830644,1771242,-5.0
1654848544.4305477,1781046,11.0
1654849368.567032,1785895,11.0
1654850709.784624,1793757,10.0
1654851654.5200245,1799280,1.0
1654852155.0984075,1802219,-1.0
1654853528.0395038,1810275,6.0
1654853908.7143145,1812512,16.0
1654856047.3650658,1825071,3.0
1654856475.5530536,1827583,11.0
1654857387.719931,1832912,11.0
1654857906.23322,1835946,1.0
1654859125.6557217,1843053,16.0
1654860788.1562347,1852714,14.0
1654861293.1513734,1855651,2.0
1654862173.043528,1860754,11.0
1654863074.3984647,1865998,6.0
1654865216.1893299,1878423,8.0
1654866030.2397168,1883177,16.0
1654866437.4921696,1885552,10.0
1654866793.9594545,1887640,17.0
1654868144.29872,1895521,8.0
1654869832.2790234,1905450,11.0
1654870569.1906343,1909795,14.0
1654870927.6776206,1911921,16.0
1654872118.0707364,1918957,14.0
1654873782.480747,1928719,12.0
1654874966.1058948,1935673,12.0
1654876189.9378543,1942863,11.0
1654876558.0719297,1945028,16.0
1654878289.7447448,1955211,-2.0
1654879097.1598012,1959955,12.0
1654879487.8032844,1962247,11.0
1654880315.2552993,1967114,12.0
1654881214.6762516,1972408,8.0
1654881579.947087,1974551,16.0
1654882874.7013152,1982137,14.0
1654884874.8829181,1993789,10.0
1654885672.4054656,1998430,16.0
1654886112.2154436,2000978,10.0
1654887276.2663734,2007714,13.0
1654888883.7401247,2017049,8.0
1654890453.4616878,2026170,18.0
1654891170.0531762,2030336,17.0
1654892034.174956,2035357,10.0
1654892783.3324604,2039721,14.0
1654893591.3497894,2044443,7.0
1654893983.9083588,2046728,13.0
1654895128.4272265,2053401,14.0
1654895496.3235874,2055544,12.0
1654895902.7449367,2057912,12.0
1654896772.2062962,2062952,5.0
1654898678.543583,2074014,15.0
1654899411.371274,2078292,15.0
1654900118.3370974,2082432,14.0
1654902797.0125914,2098131,14.0
1654904507.9002404,2108085,12.0
1654905250.9358735,2112418,12.0
1654905610.650026,2114540,16.0
1654907797.518487,2127363,16.0
1654908180.4939988,2129601,14.0
1654908546.9983568,2131760,16.0
1654908890.8096592,2133792,18.0
1654909233.3995423,2135818,17.0
1654910644.146904,2144130,13.0
1654911698.806202,2150367,14.0
1654915178.4261343,2170902,19.0
1654915865.616949,2174964,20.0
1654916258.1469102,2177268,13.0
1654916658.5008564,2179622,14.0
1654917399.2522573,2183995,15.0
1654918459.1104002,2190247,12.0
1654919130.122131,2194220,19.0
1654919806.2817664,2198213,19.0
1654920140.9131021,2200191,18.0
1654920505.029223,2202345,13.0
1654920873.5610225,2204520,14.0
1654921174.5281105,2206297,20.0
1654921515.2161832,2208308,15.0
1654922600.5064113,2214659,14.0
1654922972.5491986,2216839,16.0
1654923617.941729,2220598,17.0
1654923963.5565083,2222625,18.0
1654924305.6998904,2224631,15.0
1654925387.2501395,2230984,15.0
1654925733.4530897,2233022,15.0
1654926028.2298574,2234756,20.0
1654927416.9095156,2242897,17.0
1654929863.8414137,2257221,14.0
1654930565.9026787,2261317,19.0
1654931268.34425,2265405,16.0
1654931610.2993674,2267394,17.0
1654932032.88676,2269849,13.0
1654933069.2361932,2275861,17.0
1654933767.6950743,2279914,14.0
1654934421.0777595,2283712,19.0
1654934792.8811357,2285875,13.0
1654935508.3977027,2290037,16.0
1654937215.3278632,2299930,17.0
1654937940.7866607,2304159,18.0
1654938317.8212883,2306362,16.0
1654939314.5730746,2312171,17.0
1654939677.8983748,2314293,16.0
1654940337.7506607,2318150,17.0
1654940691.2617881,2320201,18.0
1654941737.9000125,2326263,18.0
1654942405.0221846,2330137,20.0
1654942788.6613107,2332365,13.0
1654943169.3843703,2334590,14.0
1654944128.736719,2340195,20.0
1654946458.60435,2353775,20.0
1654947079.3110402,2357400,20.0
1654947775.4824338,2361462,18.0
1654948093.455495,2363327,20.0
1654948468.0357382,2365520,17.0
1654948790.331198,2367399,19.0
1654951072.7289104,2380787,17.0
1654951721.0085945,2384556,18.0
1654952398.8329625,2388504,20.0
1654953366.6114676,2394173,18.0
1654955175.3977458,2404759,21.0
1654955509.1384647,2406717,19.0
1654956154.69535,2410510,18.0
1654956464.4338052,2412309,21.0
1654956792.2611682,2414219,18.0
1654958156.7079647,2422186,17.0
1654958804.8580358,2425978,21.0
1654959460.5223653,2429817,20.0
1654960375.4119809,2435206,20.0
1654960703.505853,2437137,18.0
1654961618.688564,2442530,20.0
1654961925.6902099,2444343,21.0
1654962856.0532677,2449844,21.0
1654963160.588087,2451639,21.0
1654964194.9679406,2457726,19.0
1654965503.6671896,2465397,19.0
1654965830.3201983,2467309,19.0
1654966153.120985,2469202,19.0
1654966805.2751453,2473025,19.0
1654968124.0097804,2480730,20.0
1654968443.7262652,2482613,19.0
1654969720.4016492,2490085,21.0
1654971394.3475895,2499848,19.0
1654972047.3379126,2503616,21.0
1654973334.2292404,2511060,20.0
1654974277.4913983,2516511,21.0
1654974597.71615,2518354,20.0
1654976199.7646406,2527692,18.0
1654976885.8708122,2531691,17.0
1654977870.1248946,2537433,19.0
1654978193.8086503,2539312,19.0
1654978824.0904005,2542938,19.0
1654979816.106215,2548713,20.0
1654980124.3412855,2550516,19.0
1654980424.5515082,2552272,20.0
1654980765.1747081,2554265,18.0
1654981383.3033042,2557893,19.0
1654982013.8587604,2561584,19.0
1654982308.5285544,2563308,20.0
1654983212.4116392,2568573,19.0
1654983533.3710394,2570445,19.0
1654985461.9753532,2581668,21.0
1654986696.9744813,2588850,17.0
1654988354.4057527,2598504,21.0
